,mrr,p_1,p_3,p_5
192,0.2,0.0,0.0,0.2
193,1.0,1.0,0.3333333333333333,0.4
194,0.3333333333333333,0.0,0.3333333333333333,0.4
195,0.25,0.0,0.0,0.2
196,0.16666666666666666,0.0,0.0,0.0
197,0.3333333333333333,0.0,0.3333333333333333,0.2
198,0.14285714285714285,0.0,0.0,0.0
199,1.0,1.0,0.3333333333333333,0.4
200,0.5,0.0,0.3333333333333333,0.2
201,0.2,0.0,0.0,0.2
202,0.2,0.0,0.0,0.2
203,0.5,0.0,0.3333333333333333,0.2
204,1.0,1.0,1.0,0.6
205,0.25,0.0,0.0,0.2
206,1.0,1.0,0.6666666666666666,0.8
207,0.2,0.0,0.0,0.2
208,0.14285714285714285,0.0,0.0,0.0
209,0.5,0.0,0.3333333333333333,0.4
210,0.14285714285714285,0.0,0.0,0.0
211,0.5,0.0,0.3333333333333333,0.4
212,1.0,1.0,0.3333333333333333,0.2
213,0.14285714285714285,0.0,0.0,0.0
214,1.0,1.0,0.3333333333333333,0.4
215,0.5,0.0,0.3333333333333333,0.2
